編號	名稱	分類	子分類	會長頭銜	會長姓名	成立日期	電話	核准立案字號	會址
5372	中華生命電磁科學學會	社會團體	(學術文化團體)	理事長	樓宇偉  先生	82/07/18	02-2873-2125	8217500	台北市北投區石牌路二段三四三巷六之一號
5373	中華生命潛能丹功開發協會	社會團體	(醫療衛生團體)	理事長	張敏聰  先生	93/07/24	02-87324687	0930062407	臺北市大安區安居街8巷6弄9號1樓
5374	中華生命潛能關懷協會   (解散)	社會團體	(社會服務及慈善團體)	理事長	歐陽鳳儔  	85/07/14	02-2883-7154		台北市文林路一八八號二樓
5375	中華生命勵關懷協會   (解散)	社會團體	(社會服務及慈善團體)	理事長	唐峰正  	90/09/01	02-27270907		台北市中山區錦州街30巷11號4樓之7
5376	中華生命關懷互助協會	社會團體	(社會服務及慈善團體)	理事長	邱九桁  先生	98/08/30	02-27382259	0980169794	台北市大安區基隆路二段216號
5377	中華生命關懷協會	社會團體	(社會服務及慈善團體)	理事長	王小玉  	90/11/16	02-2509-0681	09000393940	臺北市南京東路三段26號9樓
5378	中華生命關懷教育協會	社會團體	(學術文化團體)	理事長	楊常澤  先生	97/04/19	03-5256989	0970078337	241新北市三重區重新路2段30號2樓
5379	中華生物科技美容研究協會	社會團體	(經濟業務團體)	理事長	洪裕翔  先生	93/06/03	06-2533683#204	0930025323	臺南市永康區尚頂路188號
5380	中華生物科技國際美容協會	社會團體	(經濟業務團體)	理事長	羅麗芬  女士	93/11/03	02-27711070#27	0940060442	106臺北市大安區忠孝東路4段219號8樓
5381	中華生物科技產品協會	社會團體	(經濟業務團體)	理事長	陳福興  先生	96/07/01	04-889-3456	0960117916	523彰化縣埤頭鄉陸嘉村中華路163號
5382	中華生物科技發展協會   (解散)	社會團體	(經濟業務團體)	理事長	楊文職  	88/04/03	02-2752-9632	台(88)內社字第8881398號	台北市復興南路一段四五號七樓之一
5383	中華生物科技發展促進會	社會團體	(經濟業務團體)	理事長	莊舒晴  	92/05/04	02-2643-5939	0920020545	新北市汐止區勤進路83巷1號
5384	中華生物能醫學氣功總會	社會團體	(體育運動團體)	理事長	李承忠  先生	99/06/19	06-2369944	0990130339	臺南市北區南園街130之1號
5385	中華生物資源發展協會   (解散)	社會團體	(環保團體)	理事長	辜國治  先生	98/11/05	04-2252-0769轉1259	0990000550	台中市惠中路3段10號6樓
5386	中華生物資源應用協會	社會團體	(經濟業務團體)	理事長	林榮信  先生	100/05/28	02-2901-9056	1000126583	104臺北市中山區吉林路10號1樓
5387	中華生物醫學工程商業協進會	社會團體	(經濟業務團體)	理事長	葉宗仁  先生	103/01/04	02-2706-9778	1030094374	106臺北市大安區四維路198巷31弄12號2樓之5
5388	中華生活知識應用協會	社會團體	(社會服務及慈善團體)	理事長	楊忠錡  	96/08/11	04-23716178	0960129208	台中市西屯區寶慶街30巷9號11樓之16
5389	中華生活品質關懷協會	社會團體	(社會服務及慈善團體)	理事長	謝嘉和  先生	96/01/17	04-22515929	0960016018	臺中市南屯區黎明路2段428號18樓之1
5390	中華生活夢工坊社會關懷協會	社會團體	(社會服務及慈善團體)	理事長	趙靜蘭  	92/07/27	02-2795-4967		台北市內湖區新湖三路23號5樓
5391	中華生活數學推廣學會	社會團體	(學術文化團體)	理事長	李勝義  先生	90/03/10	02-8660-7442	9076539	234新北市永和區永亨路113號1樓
5392	中華生活養生推廣協會	社會團體	(醫療衛生團體)	理事長	高堃淞  先生	103/01/12	02-87892776	1030088384	臺北市信義區虎林街164巷60弄18號1樓
5393	中華生草藥外治協會	社會團體	(醫療衛生團體)	理事長	吳健璋  先生	84/01/21	02-2772-1138	8478489	台北市忠孝東路4段181巷43號2樓
5394	中華生基命理堪輿師協會	社會團體	(學術文化團體)	理事長	楊智富  先生	97/06/01	02-25921500	0970110527	臺北市大同區重慶北路三段278-9號1樓
5395	中華生涯成長協會	社會團體	(社會服務及慈善團體)	理事長	楊朝安  	87/09/05	02-2581-1363	8733184	台北市長安東路一段二七號十樓
5396	中華生涯婚友輔導協會	社會團體	(社會服務及慈善團體)	理事長	范揚松  先生	80/03/14	02-2776-0660		台北市敦化南路一段五七號二樓
5397	中華生涯規畫危機處理協會	社會團體	(學術文化團體)	理事長	蔡育孝  先生	89/10/29	02-27080276	8973952	112臺北市北投區新民路73號2樓
5398	中華生涯規劃推廣協會   (解散)	社會團體	(社會服務及慈善團體)	理事長	陳燕發  	84/03/18	02-2595-3505		台北市新生北路三段八七巷五六號
5399	中華生涯發展協會   (解散)	社會團體	(社會服務及慈善團體)	理事長	鎮天錫  	78/09/09	02-2314-0801		台北市青島東路五號四樓之三
5400	中華生產力發展學會   (解散)	社會團體	(經濟業務團體)	理事長	許榮宗  	89/07/27	02-2913-0678	台( 89)內社字第8923127號	臺北縣新店市中興街三段二二０巷八號四樓
5401	中華生態資訊暨環境教育協會	社會團體	(環保團體)	理事長	汪靜明  先生	90/04/22	02-29316868	9060924	116臺北市文山區羅斯福路5段150巷30號1樓
5402	中華生質能源學會	社會團體	(學術文化團體)	理事長	陳昭義  先生	70/08/27	02-2363-0231#32		臺北市大安區羅斯福路4段1號台大農藝系轉
5403	中華生機自然療法保健協會	社會團體	(醫療衛生團體)	理事長	張雲家  先生	92/05/27	02-2378-7456	0920034863	台北市信義區基隆路2段125號7樓之1
5404	中華生醫科技應用協會	社會團體	(醫療衛生團體)	理事長	邱璽臣  先生	92/07/06	02-2620-2674	0920033260	新北市淡水區鄧公路2巷3號4樓
5405	中華甲骨文學會	社會團體	(學術文化團體)	理事長	林東儀  先生	79/02/25	04-2224-3531	785579	臺中市中區民族路163號
5406	中華甲殼質研究會   (解散)	社會團體	(醫療衛生團體)	理事長	江晃榮  	55/09/23	02-2721-7600		台北市光復南路二九四巷四七號五樓
5407	中華白玉嘉拉福德圓滿佛學會	社會團體	(宗教團體)	理事長	王小英  女士	97/05/31	02-25082297	0970107102	台北市長安東路二段82號10樓
5408	中華白花文心蘭產銷協會	社會團體	(經濟業務團體)	理事長	林瑞興  先生	102/12/14	05-580-0178	1030080884	643雲林縣林內鄉林中村新興路297號
5409	中華白絲帶關懷協會	社會團體	(社會服務及慈善團體)	理事長	胡毅  女士	99/01/16	02-23419151-448	0990025126	臺北市文山區辛亥路四段222巷1號1樓
5410	中華白陽文化天聖堂同修協會	社會團體	(社會服務及慈善團體)	理事長	梁士村  先生	97/12/13	02-22877900	0970217186	新北市三重區永福街197巷6號1樓
5411	中華石材促進會   (解散)	社會團體	(經濟業務團體)	理事長	邱益壽  	92/01/11	03-8236-218	0920010363	花蓮縣花蓮市美工六街18號
5412	中華立德慈善協會	社會團體	(社會服務及慈善團體)	理事長	邱暐哲  先生	102/08/18	04-7563136	1020303661	彰化縣和美鎮平安路217號1樓
5413	中華交通號誌協會	社會團體	(經濟業務團體)	理事長	許添安  先生	86/01/22	02-27931367	8677071	台北市內湖區安康路228巷11號
5414	中華休閒文化發展協會   (解散)	社會團體	(體育運動團體)	理事長	紀棟欽  	88/04/17	04-2632-1456		臺中市龍井區國際街二巷七弄五號四樓
5415	中華休閒品質文化策進會   (解散)	社會團體	(體育運動團體)	理事長	羅英弘  	83/06/05	02-2956-1939		新北市板橋區永豐街五五巷二三號
5416	中華休憩樂活文創發展協會	社會團體	(體育運動團體)	理事長	林學賢  先生	100/03/19	02-27540350	1000073978	臺北市中正區和平西路1段90號4樓404室
5417	中華伏羲氏文化研究學會	社會團體	(學術文化團體)	理事長	柳秉秋  先生	100/04/30	07-7220319	1000117007	830高雄市鳳山區三商街234號1樓
5418	中華伏羲百卦自然療法學會	社會團體	(醫療衛生團體)	理事長	吳麗惠  女士	92/04/27	03-307-0292	0920088129	桃園縣大溪鎮大鶯路75號
5419	中華伏羲協會	社會團體	(學術文化團體)	理事長	張馥堂  先生	97/10/25	02-27187701	0980033456	104臺北市復興北路150號9樓
5420	中華伏羲易理研究會	社會團體	(學術文化團體)	理事長	呂秋燕  女士	90/04/22	03-307-0292/03-	9073318	桃園縣大溪鎮大鶯路75號
5421	中華企業生產力協會	社會團體	(經濟業務團體)	理事長	毛君琪  女士	89/08/26	02-2397-9950	8925365	106臺北市大安區安居街98巷14號1樓
5422	中華企業形象發展協會	社會團體	(經濟業務團體)	理事長	黃泓洲  先生	79/11/03	03-358-3989	9028449	330桃園縣桃園市中正路1310號7樓
5423	中華企業志工協會	社會團體	(社會服務及慈善團體)	理事長	金寧海  先生	97/01/08	02-29328550	0970125522	台北市文山區羅斯福路五段101號8樓之1
5424	中華企業架構師學會	社會團體	(學術文化團體)	理事長	趙善中  先生	102/01/06	02-26585801#2500	1020078818	臺北市內湖區環山路一段56號A301-2室
5425	中華企業流程管理協會	社會團體	(經濟業務團體)	理事長	梁賓先  先生	94/10/28	03-5753412	0940045031	臺北市中山區南京東路一段52號5樓
5426	中華企業倫理教育協進會	社會團體	(經濟業務團體)	理事長	孫震  先生	98/12/14	02-2755-7666	0990010436	110臺北市信義路5段100號2樓
5427	中華企業家交流協會	社會團體	(經濟業務團體)	理事長	張文正  	90/05/19	02-23917716	9021536	臺北市中正區紹興北街10號4號
5428	中華企業家聯合會	社會團體	(經濟業務團體)	理事長	吳文俊  先生	90/07/04	07-537-5665	0970156664換發	高雄市苓雅區四維三路198-5號8樓之2
5429	中華企業訓練發展學會	社會團體	(經濟業務團體)	理事長	李大偉  先生	88/11/20	02-2394-3885#19	8903821	台北市和平東路1段162號師大科技學院工業技科教育
5430	中華企業創新與經營學會	社會團體	(經濟業務團體)	理事長	藍武王  先生	99/09/18	03-592-7700轉3200	1000030767	307新竹縣芎林鄉大華路1號
5431	中華企業創新應用暨職業訓練發展協會	社會團體	(經濟業務團體)	理事長	張德翔  先生	99/09/17	04-738-8115	0990231240	500彰化縣彰化市影劇一村133號
5432	中華企業勞動福利管理協會	社會團體	(經濟業務團體)	理事長	張文慧  女士	91/06/30	04-2297-0616	0910025080	臺中市西屯區中清西二街30號8樓
5433	中華企業評價學會	社會團體	(學術文化團體)	理事長	洪志洋  先生	90/11/24	03-5727657	0910060112	新竹市大學路1001號綜合一館7樓709室
5434	中華企業會計協會	社會團體	(經濟業務團體)	理事長	廖三郎  先生	82/03/20	02-8780-6159		110臺北市信義區忠孝東路4段560號6樓
5435	中華企業經貿交流協會	社會團體	(經濟業務團體)	理事長	姚秋騰  先生	98/12/05	02-8245-3396	0990005422	235新北市中和區中山路2段232號8樓之6
5436	中華企業經營交流協會	社會團體	(經濟業務團體)	理事長	鄭櫻美  女士	98/08/09	02-8259-5227	0980204335	237新北市三峽區介壽路3段200巷2弄7號3樓
5437	中華企業經營發展協進會   (解散)	社會團體	(經濟業務團體)	理事長	解文隆  	88/08/15	02-2662-1781	台(88)內社字第8832704號	台北市信義路四段一七九號三樓
5438	中華企業經營管理服務協會	社會團體	(經濟業務團體)	理事長	吳有田  先生	98/01/04	02-2906-5231	0980028642	新北市新莊區龍安路66號7樓
5439	中華企業資源交流協會	社會團體	(經濟業務團體)		  	99/08/29	07-382-1767	0990209984	807高雄市三民區克武路31巷1號
5440	中華企業資源規劃學會	社會團體	(經濟業務團體)	理事長	王存國  先生	91/01/26	03-425-7203	0910009777	32001桃園縣中壢市五權里中大路300號
5441	中華企業資源發展協會	社會團體	(經濟業務團體)	理事長	史悅潔  女士	91/09/17	02-2567-5878	0910032137	104臺北市中山區松江路206號701室
5442	中華企業暨文化發展協會	社會團體	(學術文化團體)	理事長	蕭文億  先生	97/05/24	05-2838288	0970090157	嘉義市西區玉康路119號
5443	中華企業管理交流協會	社會團體	(經濟業務團體)	理事長	陳定國  先生	91/01/12	02-2393-6113	0910006264	臺北市大安區麗水街七之壹號B1
5444	中華企業與政府學會   (解散)	社會團體	(經濟業務團體)	理事長	王金平  	84/11/11	02-2731-3148	台(84) 內社字第8429265號	台北市明水路三九七巷七弄五三號二樓
5445	中華企業領導人協會	社會團體	(經濟業務團體)	理事長	吳乃超  先生	87/07/24	02-27610061	8730590	台北市信義區基隆路1段155號13樓之2
5446	中華企業價值理算暨經營診斷協會	社會團體	(經濟業務團體)	理事長	吳宜純  女士	90/11/18	02-2696-3737	9037960	221新北市汐止區新台五路1段90號18樓C1821室
5447	中華企業數位經理人協會	社會團體	(經濟業務團體)	理事長	李易諭  先生	94/12/11	02-28748159	0950012486	臺北市士林區天母東路8巷86號4樓
5448	中華企業論壇社	社會團體	(經濟業務團體)	理事長	黃光彩  	84/06/17	02-8772-2300#110		台北市大安區忠孝東路4段289號11樓
5449	中華企業聯合交流協會	社會團體	(經濟業務團體)	理事長	賈銘華  先生	100/04/24	02-2728-3878	1000130458	臺北市信義區松德路65號11樓之1
5450	中華企業聯合協會	社會團體	(經濟業務團體)	理事長	藍溪水  先生	100/11/11	04-24757599	1000239016	台中市南屯區文心南六路7號
5451	中華企業轉型升級創新協會	社會團體	(經濟業務團體)	理事長	蔡慧玲  女士	101/03/11	02-27318866	1010188036	106臺北市仁愛路3段127號4樓
5452	中華企劃人協會	社會團體	(經濟業務團體)	理事長	溫明正  先生	80/05/25	02-2356-3066		10056臺北市中正區金山南路1段65號2樓
5453	中華企管協會   (解散)	社會團體	(經濟業務團體)	理事長	易泰用  	90/08/12	02-2382-2456	9026848	臺北市萬華區長沙街二段一O七之一號四樓
5454	中華光合身心靈社會服務協會	社會團體	(社會服務及慈善團體)	理事長	周介偉  先生	98/02/18	02-22197000	0980057790	新北市新店區中央七街7號3樓
5455	中華光明之家共生家園協會	社會團體	(社會服務及慈善團體)	理事長	廖運俊  先生	102/09/15	03-4570955	1020344896	桃園縣中壢市廈門街91號
